InvoiceNo,InvoicingDate,InvoicePeriodFrom,InvoicePeriodTo,Organization,Description,SKU,Qty,ListPrice,UnitPrice,LineTotal,Currency
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Harbor 360,Microsoft 365 Business Basic (NCE) - Monthly,SW-P-O365-14-M1M,-8,7.2,4.57083870967742,-36.57,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Harbor 360,Microsoft 365 Business Basic (NCE) - Monthly,SW-P-O365-14-M1M,8,8.4,5.33264516129032,42.66,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Harbor 360,Microsoft 365 Business Premium (NCE) - Annual paid monthly,SW-P-O365-15-M1Y,23,23.1,18.942,435.67,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Harbor 360,Microsoft 365 Business Standard (NCE) - Monthly,SW-P-O365-16-M1M,3,15,12.3,36.9,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Harbor 360,Microsoft 365 Business Standard (NCE) - Monthly,SW-P-O365-16-M1M,-3,15,9.52258064516129,-28.57,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Harbor 360,Microsoft 365 Business Standard (NCE) - Monthly,SW-P-O365-16-M1M,3,16.8,10.6652903225807,32,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Harbor 360,Microsoft Teams Domestic Calling Plan (customers outside US/UK/CA) (NCE) - Monthly,SW-P-O365-13-A-M1M,20,14.4,14.4,288,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Harbor 360,Microsoft Teams International Calling Plan (for SMB) (NCE) - Monthly,SW-P-O365-19-A-M1M,2,14.4,11.808,23.62,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Harbor 360,Microsoft Teams Phone Resource Account (NCE) - Monthly,SW-P-O365-26-A-M1M,10,0,0,0,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Harbor 360,Microsoft Teams Phone Standard (NCE) - Monthly,SW-P-O365-25-A-M1M,18,12,9.84,177.12,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Kite Architects,Exchange Online (Plan 1) (NCE) - Monthly,SW-P-O365-7-M1M,2,4.8,3.936,7.87,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Lumen Optics,Microsoft Entra ID P1 (NCE) - Monthly,SW-P-O365-1-M1M,1,8.4,6.888,6.89,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Maple Court,Azure Plan,SWAZPL01,1,0,0,0,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Maple Court,Azure Plan Usage (Billed) - Azure Plan Usage (Billed),SWAZPLU02,611.48842,1,0.95,580.91,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Maple Court,Azure Plan - Provision this product to access the Microsoft Azure platform. Contact your account representative for pricing and details.,SWAZPL01,,,,0,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Maple Court,"For a limited time, partners will receive up to 15 percent off the net partner price of Microsoft 365 Copilot Business. Organizations that are new to or looking to expand Microsoft 365 Copilot Business are a perfect fit for this introductory offer.",COPILOTBUS1526Y1Y,1,,-35.912140274,-35.91,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Maple Court,Microsoft 365 Copilot Business (NCE) - Yearly,SW-P-O365-323-A-Y1Y,1,252,219.586821041096,219.59,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Maple Court,Microsoft Entra ID P2 (NCE) - Monthly,SW-P-O365-2-M1M,6,10.8,8.856,53.14,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Maple Court,Microsoft Entra ID P2 (NCE) - Monthly,SW-P-O365-2-M1M,-6,10.8,7.71329032258065,-46.28,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Maple Court,Microsoft Entra ID P2 (NCE) - Monthly,SW-P-O365-2-M1M,6,12,8.57032258064516,51.42,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Maple Court,Customers who have purchased the Microsoft 365 Business Premium and Microsoft 365 Copilot Business bundled promotion or Microsoft 365 Copilot are eligible to receive Microsoft Purview Suite for Business Premium at a 50 percent discount.,PURVIEWBUSPRM5026Y1Y,1,,-59.8356164384,-59.84,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Maple Court,Microsoft Purview Suite for Microsoft 365 Business Premium (NCE) - Yearly,SW-P-O365-328-A-Y1Y,1,120,109.170410958904,109.17,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Internal Lab Studio,Exchange Online (Plan 1) (NCE) - Monthly,SW-P-O365-7-M1M,2,4.8,3.936,7.87,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Internal Lab Studio,Microsoft 365 Business Basic (NCE) - Monthly,SW-P-O365-14-M1M,4,8.4,6.888,27.55,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Internal Lab Studio,Microsoft 365 Business Standard (NCE) - Monthly,SW-P-O365-16-M1M,3,16.8,13.776,41.33,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Nimbus Records,Azure Plan,SWAZPL01,1,0,0,0,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Nimbus Records,Exchange Online (Plan 1) (NCE) - Monthly,SW-P-O365-7-M1M,1,4.8,3.936,3.94,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Nimbus Records,M365 Business Standard (NCE) - Monthly,SWO365BPRR-M1M,2,16.8,13.776,27.55,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Nimbus Records,Microsoft 365 Business Basic (NCE) - Monthly,SW-P-O365-14-M1M,10,8.4,6.888,68.88,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Nimbus Records,Microsoft 365 Business Standard (NCE) - Monthly,SW-P-O365-16-M1M,18,15,12.3,221.4,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Nimbus Records,Microsoft 365 Business Standard (NCE) - Monthly,SW-P-O365-16-M1M,-18,15,9.52258064516129,-171.41,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Nimbus Records,Microsoft 365 Business Standard (NCE) - Monthly,SW-P-O365-16-M1M,18,16.8,10.6652903225807,191.98,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Orchard Vet,Microsoft 365 Business Basic (NCE) - Monthly,SW-P-O365-14-M1M,2,8.4,6.888,13.78,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Orchard Vet,Microsoft Teams Phone Standard (NCE) - Monthly,SW-P-O365-25-A-M1M,16,12,9.84,157.44,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Rosewood Pictures,Microsoft 365 Business Standard (NCE) - Yearly,SW-P-O365-16-Y1Y,5,168,137.76,688.8,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Pinecrest Foundation,Exchange Online (Plan 1) (NCE) - Monthly,SW-P-O365-7-M1M,3,4.8,3.936,11.81,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Pinecrest Foundation,Exchange Online (Plan 2) (NCE) - Monthly,SW-P-O365-8-M1M,2,9.6,7.872,15.74,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Pinecrest Foundation,Microsoft 365 Business Basic (NCE) - Monthly,SW-P-O365-14-M1M,2,7.2,5.904,11.81,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Pinecrest Foundation,Microsoft 365 Business Basic (NCE) - Monthly,SW-P-O365-14-M1M,-2,7.2,5.33264516129032,-10.67,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Pinecrest Foundation,Microsoft 365 Business Basic (NCE) - Monthly,SW-P-O365-14-M1M,2,8.4,6.22141935483871,12.44,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Pinecrest Foundation,Office 365 E3 (NCE) - Monthly,SW-P-O365-31-M1M,2,27.6,22.632,45.26,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Pinecrest Foundation,Office 365 E3 (NCE) - Monthly,SW-P-O365-31-M1M,-2,27.6,20.4418064516129,-40.88,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Pinecrest Foundation,Office 365 E3 (NCE) - Monthly,SW-P-O365-31-M1M,2,31.2,23.1081290322581,46.22,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Quarry Works,Enterprise Mobility + Security E3 (NCE) - Monthly,SW-P-O365-5-M1M,1,14.4,11.808,11.81,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Quarry Works,Microsoft 365 Business Premium (NCE) - Monthly,SW-P-O365-15-M1M,10,26.4,21.648,216.48,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Quarry Works,Microsoft Teams Domestic Calling Plan (customers outside US/UK/CA) (NCE) - Monthly,SW-P-O365-13-A-M1M,3,14.4,14.4,43.2,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Quarry Works,Microsoft Teams Phone Resource Account (NCE) - Monthly,SW-P-O365-26-A-M1M,3,0,0,0,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Quarry Works,Microsoft Teams Shared Devices (NCE) - Monthly,SW-P-O365-4-M1M,2,9.6,7.872,15.74,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Quarry Works,Teams Phone with Calling Plan (country zone 1 - US) (NCE) - Monthly,SW-P-O365-35-A-M1M,9,20.4,20.4,183.6,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Redwood Realty,Microsoft 365 Business Basic (NCE) - Monthly,SW-P-O365-14-M1M,1,8.4,6.888,6.89,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Timber & Tile,Enterprise Mobility + Security E3 (Non-Profit Pricing) (NCE) - Monthly,SW-P-O365-217-M1M,1,3.6,3.42,3.42,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Timber & Tile,Microsoft 365 Business Premium (Nonprofit Staff Pricing) (NCE) - Monthly,SW-P-O365-221-M1M,17,6.6,6.27,106.59,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Timber & Tile,Microsoft Non-profit Segment Activation,SW-P-O365-NCENP,1,0,0,0,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Azure Plan,SWAZPL01,1,0,0,0,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Azure Plan Usage (Unmanaged) - Azure Plan Usage (Unmanaged),SWAZPLU03,3.06747,1,1,3.07,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Azure Plan - Provision this product to access the Microsoft Azure platform. Contact your account representative for pricing and details.,SWAZPL01,,,,0,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Enterprise Mobility + Security E3 (Non-Profit Pricing) (NCE) - Monthly,SW-P-O365-217-M1M,1,3.24,3.078,3.08,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Enterprise Mobility + Security E3 (Non-Profit Pricing) (NCE) - Monthly,SW-P-O365-217-M1M,-1,3.24,2.68083870967742,-2.68,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Enterprise Mobility + Security E3 (Non-Profit Pricing) (NCE) - Monthly,SW-P-O365-217-M1M,1,3.6,2.97870967741935,2.98,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Microsoft 365 Business Premium (Nonprofit Staff Pricing) (NCE) - Annual paid Monthly,SW-P-O365-221-M1Y,17,5.77,5.4815,93.19,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Microsoft 365 Business Premium (Nonprofit Staff Pricing) (NCE) - Annual paid Monthly,SW-P-O365-221-M1Y,-17,5.77,3.53645161290323,-60.12,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Microsoft 365 Business Premium (Nonprofit Staff Pricing) (NCE) - Monthly,SW-P-O365-221-M1M,15,6.6,4.65193548387097,69.78,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Microsoft 365 E3 (Non-Profit Pricing) (NCE) - Monthly,SW-P-O365-224-M1M,15,10.8,10.26,153.9,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Microsoft 365 E3 (Non-Profit Pricing) (NCE) - Monthly,SW-P-O365-224-M1M,-15,10.8,8.93612903225807,-134.04,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Microsoft 365 E3 (Non-Profit Pricing) (NCE) - Monthly,SW-P-O365-224-M1M,15,11.7,9.6808064516129,145.21,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Microsoft Defender Suite (Non-Profit Pricing) (NCE) - Monthly,SW-P-O365-153-A-M1M,13,5.76,5.472,71.14,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Microsoft Defender Suite (Non-Profit Pricing) (NCE) - Monthly,SW-P-O365-153-A-M1M,-3,5.76,4.05987096774193,-12.18,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Microsoft Non-profit Segment Activation,SW-P-O365-NCENP,1,0,0,0,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Teams Phone with Calling Plan (country zone 1 - US) (Non-Profit Pricing) (NCE) - Monthly,SW-P-O365-147-A-M1M,4,15.24,15.24,60.96,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Upland Aviation,Teams Phone with Calling Plan (country zone 1 - US) (Non-Profit Pricing) (NCE) - Monthly,SW-P-O365-147-A-M1M,-1,15.24,11.3070967741936,-11.31,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Filmhouse Independent,Azure Information Protection Premium P1 (NCE) - Monthly - Disc.,SW-P-O365-3-M1M,6,2.4,1.968,11.81,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Filmhouse Independent,Business Apps (free) (NCE) - Monthly,SW-P-O365-4-A-M1M,1,0,0,0,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Filmhouse Independent,Microsoft 365 Business Premium (NCE) - Annual paid monthly,SW-P-O365-15-M1Y,13,23.1,18.942,246.25,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Filmhouse Independent,Microsoft 365 Business Standard (NCE) - Monthly,SW-P-O365-16-M1M,1,15,12.3,12.3,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Filmhouse Independent,Microsoft 365 Business Standard (NCE) - Monthly,SW-P-O365-16-M1M,-1,15,9.91935483870968,-9.92,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Filmhouse Independent,Microsoft 365 Business Standard (NCE) - Monthly,SW-P-O365-16-M1M,1,16.8,11.1096774193548,11.11,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Filmhouse Independent,Microsoft 365 E3 (NCE) - Monthly,SW-P-O365-17-M1M,1,43.2,35.424,35.42,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Filmhouse Independent,Microsoft 365 E3 (NCE) - Monthly,SW-P-O365-17-M1M,-1,43.2,28.5677419354839,-28.57,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Filmhouse Independent,Microsoft 365 E3 (NCE) - Monthly,SW-P-O365-17-M1M,1,46.8,30.9483870967742,30.95,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Filmhouse Independent,Microsoft Teams Domestic Calling Plan (customers outside US/UK/CA) (NCE) - Annual paid monthly,SW-P-O365-13-A-M1Y,1,12.6,12.6,12.6,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Filmhouse Independent,Microsoft Teams Phone Resource Account (NCE) - Monthly,SW-P-O365-26-A-M1M,3,0,0,0,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Filmhouse Independent,Microsoft Teams Phone Standard (NCE) - Annual paid monthly,SW-P-O365-25-A-M1Y,1,10.5,8.61,8.61,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Filmhouse Independent,Teams Phone with Calling Plan (country zone 1 - US) (NCE) - Annual paid monthly,SW-P-O365-35-A-M1Y,8,17.85,17.85,142.8,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Saltbox Kitchen,Enterprise Mobility + Security E3 (NCE) - Monthly,SW-P-O365-5-M1M,1,14.4,11.808,11.81,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Saltbox Kitchen,Microsoft Teams Essentials (NCE) - Annual paid monthly,SW-P-O365-85-M1Y,15,4.2,3.444,51.66,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Saltbox Kitchen,Office 365 E3 (no Teams) (NCE) - Annual paid monthly,SW-P-O365-324-M1Y,48,21.84,17.9088,859.62,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Verdant Farms,Azure Plan,SWAZPL01,1,0,0,0,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Willow Shelter,Enterprise Mobility + Security E3 (NCE) - Monthly,SW-P-O365-5-M1M,2,14.4,11.808,23.62,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Willow Shelter,Enterprise Mobility + Security E3 (NCE) - Monthly,SW-P-O365-5-M1M,-1,14.4,5.33264516129032,-5.33,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Willow Shelter,Exchange Online (Plan 1) (NCE) - Monthly,SW-P-O365-7-M1M,1,4.8,3.936,3.94,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Willow Shelter,Exchange Online Archiving for Exchange Online (NCE) - Monthly,SW-P-O365-6-A-M1M,1,3.6,2.952,2.95,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Willow Shelter,Microsoft 365 Apps for business (NCE) - Monthly,SW-P-O365-12-M1M,1,12,9.84,9.84,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Willow Shelter,Microsoft 365 Business Premium (NCE) - Monthly,SW-P-O365-15-M1M,7,26.4,21.648,151.54,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Willow Shelter,Microsoft 365 Business Premium (NCE) - Monthly,SW-P-O365-15-M1M,-2,26.4,4.18993548387097,-8.38,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Willow Shelter,Microsoft Entra ID P1 (NCE) - Monthly,SW-P-O365-1-M1M,1,7.2,5.904,5.9,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Willow Shelter,Microsoft Entra ID P1 (NCE) - Monthly,SW-P-O365-1-M1M,-1,7.2,4.57083870967742,-4.57,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Willow Shelter,Microsoft Entra ID P1 (NCE) - Monthly,SW-P-O365-1-M1M,1,8.4,5.33264516129032,5.33,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Tandem Staffing,Microsoft 365 Business Basic (NCE) - Monthly,SW-P-O365-14-M1M,14,8.4,6.888,96.43,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Tandem Staffing,Microsoft 365 Business Basic (NCE) - Monthly,SW-P-O365-14-M1M,-4,8.4,3.77729032258065,-15.11,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Tandem Staffing,Microsoft 365 Business Premium (NCE) - Annual paid monthly,SW-P-O365-15-M1Y,72,23.1,18.942,1363.82,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Tandem Staffing,Planner and Project Plan 3 (NCE) - Monthly,SW-P-O365-39-M1M,1,36,29.52,29.52,USD
VND-2026-08-0001,2026-08-20,2026-07-21,2026-08-21,Tandem Staffing,Power Automate per user plan (NCE) - Yearly,SW-P-D365-87-Y1Y,1,180,118.627397260274,118.63,USD
